20fe5553b89afd6d,TID_HINT_TH12_MAX_LEVEL_WEAPON,"Überstürze es nicht mit einem voll verbesserten Rathaus auf Level 12 - es explodiert, wenn es zerstört wird!"
ce11747c0fabe2fc,TID_VILLAGE_NOT_PREPARED,Dorf nicht bereit
820598ea5e478c5b,TID_REPORT_REASON_OTHER,其他内容
6fac3ff6f94e4393,TID_WL_LEAGUE_RESULT,Saisonresultate
eccf370c29322085,TID_VERSUS_BATTLE_SELECT_VALID_LAYOUT,"Wähle ein gültiges Layout aus, um ein Freundschaftsspiel zu beginnen!"
559bab2d481449e0,TID_NPC80,So ein Quälgeist
be3827266784930a,TID_TENCENT_BOUND_TO_OTHER_ACCOUNT,Möchtest du das Dorf von Häuptling <name> mit einem Rathaus auf Level <number> laden?
484ce91a0d8ff8c5,TID_MOUNTAIN_GOLEM_ABILITY_NAME,Zermalmen
0b964b3a83169524,TID_BUILDING_ELIXIR_STORAGE,Elixierlager
7b1a74752c307ae0,TID_CHARACTER_SUPER_WITCH,Superhexe
23b4e9ce8011f545,TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY,Herausforderung wurde abgelehnt
9ab22b844b5c98d7,TID_DARKTOWER_AMMO_FILL_CONFIRMATION,Infernoturm ist jetzt geladen!
c98557782b65f0e2,TID_BIRTHDAY_SPELL,Geburtstagsexplosion
d18985c33c53ccc6,TID_ALLIANCE_STREAM_REWARD,Du erhältst <number> EP
2b46f85c63034c67,TID_NEWS_CW_BD_GIFTS_TEXT,"Feiere das Clankriegsjubiläum! Sichere deinem Clan jedes Mal Bonusjuwelen, wenn du <c80d8e8>Juwelen und Clangeschenke</c> kaufst."
358aa6c1e295f450,TID_LAYOUTS_CANT_COPY_EMPTY,Leeres Layout kann nicht kopiert werden.
7fb1fba0af08b5f9,TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE,Kauf fehlgeschlagen
048a7b2473bcad68,TID_BOOSTER_ALL_HEROES_LOCKED,"Du musst einen Helden freischalten, um einen Heldentrank verwenden zu können."
57e4bb9418c93377,TID_CAPBUILD_CAPHQ,Stadtrathaus
1b0ad3a83425bddf,TID_BUILDING_SUPER_TROOP_ALERT,Verstärken
7bc4f0a25e2098df,TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_BUILDER_POTION_WITH_GOLD_INFO,"• <res0> Bauarbeitergold\n• <booster1>x Bauarbeitertrank\n• Kein Lagerlimit!\n\nAlles, was du zur Verbesserung deines Rathauses und deiner Verteidigungsanlagen brauchst!"
cc48e1cb88bf3fef,TID_DIAMOND_BUNDLE_MAGICITEMS_BUILDER_BASE_HEROES_BOOK_WITH_ELIXIR_INFO,"• <res0> Bauarbeiterelixier\n• <booster1>x Buch der Helden\n• Kein Lagerlimit!\n\nAlles, was du zur Verbesserung deiner Kampfmaschine brauchst!"
bb05a0e564fb2cf3,TID_WL_INFO_SIGNUP_TAB2_HEADER,Belohnungen
13014b98fef6e8e4,TID_COMING_SOON,Bald verfügbar ...
757bea036999b979,TID_ENDOFSUMMER_OFFER_INFO_TH0206_1999_0999,• <res0> Gold\n• <res1> Elixier\n• <booster1>x Machttrank (bring deine Truppen und Zauber eine Stunde lang auf den maximalen Level)\n• <booster2>x Bauarbeitertrank (deine Bauarbeiter arbeiten eine Stunde lang 10-mal schneller)\n\n• Kein Lagerlimit!\n• Dieses Angebot kann 5-mal gekauft werden!\n\nNur für kurze Zeit erhältlich!
2bc860348c5ec8ef,TID_DIAMOND_BUNDLE_MAGICITEMS_SPELL_BOOK_WITH_RESOURCES,Paket: Buch der Zauber
c86be5e9a5dde5b7,TID_DIAMOND_BUNDLE_GOLD_ELIXIR_DARK_ELIXIR_INFO,• <gems> Juwelen\n• <res0> Gold\n• <res1> Elixier\n• <res2> Dunkles Elixier\n\nKein Lagerlimit!\n\nUnser <cffec78>bislang bestes</c> EINMALIGES Angebot - nicht verpassen!
c2c566b5212e9c3d,TID_ALLIANCE_CREATE_SHOW_LOG,Öffentl. Kriegslog
5f239eb14dd58efb,TID_PLAYER_SEARCH_HINT,Spielerkürzel des gesuchten Spielers eingeben
089e3f377eb02966,TID_WAR_STATS_HEADER_WAR_STATS,Angriffsstatistik
aae664c3f86ae8f3,TID_HINT_DARK_ELIXIR_USAGE,"Du kannst Dunkles Elixier benutzen, um die mächtigsten Helden des Reiches herbeizurufen!"
0941dba684b8428c,TID_CAPITAL_RAID_DISTRICT_ALREADY_DESTROYED,Bezirk bereits zerstört
c3c22202a3a6f548,TID_BUTTON_SPEEDUP,Jetzt beenden
253f68c8c1d8ed22,TID_ACHIEVEMENT_DESTROY_BUILDER_COMPLETED,Bauhütten zerstört (insgesamt): <value>
0aa7cb63111ea45c,TID_BUY_PRIZE_SHOP_ITEM_TEXT,"Bist du sicher, dass du <item> kaufen willst?"
35127a24c5b8925d,TID_RESEARCH2_ABILITY_TITLE,Spezialfähigkeit
92fbe6e23019b5f4,TID_TREASURY_ELIXIR,Schatzkammer-Elixier
27799f2895914d46,TID_REQUIRED_SIEGE_WORKSHOP_LEVEL,Werkstatt auf Level <number> benötigt.
59255a860edd106e,TID_STARTER_COLLECTELIXIR,Sammle Elixier!
272d8ef8c08457c9,TID_BOOSTER_FILL_ELIXIR_STORAGE_INFO,"Dieser magische Gegenstand erzeugt eine scheinbar endlose Menge an Elixier und ermöglicht es dir, deine Elixierlager im Heimatdorf vollständig aufzufüllen."
56b904bb7ed70a12,TID_DAILY_TASK_1_TITLE,Tägliches Mehrspieler-Spiel
b638d8cd741c81bf,TID_HINT_UPGRADE_CANNONS,"Verbessere deine Kanonen, um dich besser gegen Eindringlinge zu schützen!"
50ef0ca69a2f622b,TID_BUILDER_HALL_1_INFO_SHORT,"Der Ort, von dem aus deine Reise übers Meer beginnt und das Zuhause des Meisterbauarbeiters."
597ea9cdd6b2de5f,TID_DECORATION_PIRATE_ANCHOR_INFO,"Wo eine Welle ist, ist auch ein Weg! Dieser alte Anker hatte genug davon, stets meeresbodenständig zu bleiben, und erfüllt sich seitdem den Traum vom Leben an Land. Nun dient er für Seebären in spe als Fels in der Brandung."
60de6f018ccc3fab,TID_DIAMOND_BUNDLE_BH7_ALT,Meister-Bauarbeiterpaket
38f728f638d6eb67,TID_GEM_BALANCE,Aktuelle Juwelen-Bilanz:\n<total>\n\nGratis-Juwelen: <free>\n\nGekaufte Juwelen: <paid>
70cc3de112cc8144,TID_CLANGAMES_TASK_INFO_DESTROY_TESLATOWERS,Zerstöre <num>x Folgendes in Mehrspieler-Kämpfen: <building>
a6c3b389c5c11767,TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE,Spieler ist bereits einem Clan beigetreten!
d65f437a59627f90,TID_TUTORIAL_ELIXIR_1,Mit Elixier kannst du Truppen ausbilden und Gebäude bauen.
179c1a2fa6fc5fee,TID_EVENT_SPELL,<troop>-Ereignis
69990f4eab767da7,TID_RAID_WEEKEND_CLAN_PROMOTION,<clan> wurde befördert.
af793b5b8d252da4,TID_CLANGAMES_TASK_USESPELL_MAINVILLAGE,Verdiene einen Stern in einem Mehrspieler-Kampf und verwende dabei den folgenden Zauber: <spell>.
db0b1413bfccb622,TID_CHANGE_NAME_ALREADY_USED,Name kann nicht geändert werden! Der einmalige Spielernamenwechsel wurde für dieses Konto schon genutzt.
f8b681969b3b9327,TID_CLAN_TAG,Clankürzel:
