d23df819a21f11ab,TID_LAYOUTS_LAST_USED,Última usada
2abd19c3ac5fdffd,TID_NPC_CHALLENGE_TH9_WITCH_BARBARIAN_KING,"Ahora que te has abierto paso hasta la base, despliega al <c9916c8>rey bárbaro</c>."
624656c180943619,TID_VALKYRIE_QUEEN,Reina valquiria
493283d6df71278e,TID_WL_OTHER_PLAYER_EDITING_ROSTER,Otro miembro del clan está editando la lista de participantes de la guerra.
02762afe53c771da,TID_EVENT_TITLE_REGULAR_THEMED_PREPARE_TH0212,¡A sus posiciones!
357ec4de78a9f821,TID_LEGENDS_TODAY_SHIELD_ACTIVE,Estás usando un escudo. No puedes atacar ni sufrir ataques hoy.
820598ea5e478c5b,TID_REPORT_REASON_OTHER,其他内容
3c80db77657fb5d0,TID_TRAINING_TIME_REDUCTION,Reducción del tiempo de entrenamiento: <number>
5b64e89b5f446792,TID_LEAGUE_KING,Rey de la liga
20f177d188ba32e9,TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED,Águilas de artillería destruidas: <value>
69c693e16f7e1589,TID_CAPITAL_VISIT_OWN_CAPITAL_FAILED,No se ha podido entrar en la capital del clan.
b266de689568698d,TID_DIAMOND_BUNDLE_TH10_ALT_REVISED_INFO,• <booster1>x libro de construcción\n• <booster2>x libro de héroes\n• <res0> de oro\n• <res1> de elixir\n\n¡Sin límite de almacenaje!\n\n¡No te pierdas esta oferta única <cffec78><value> veces más barata</c>!
01dddcc88bba1c5a,TID_ALLIANCE_WAR_ENDED,¡La guerra ha terminado!
ee143ca1973df6d7,TID_BP_TASK_HIDDEN_REQUIREMENT,¡Completa las tareas anteriores para descubrir esta!
11be20a39d8dd2eb,TID_HERO_RECHARGE_TIME,Tiempo de recarga: <number> s
cd1bf6e4f0010aa3,TID_CLAN_AVAILABLE_FOR_RECRUITING_YES,Sí
4ad51b87ad638609,TID_ALLIANCE_WAR_VICTORY,Victoria
c5ae281d840710e2,TID_BUY_RESOURCE_PACK_TEXT,¿Seguro que quieres comprar <count> de <resource>?
cfd52920bd404e67,TID_SETTING_AUTO_TRAIN_INFO,"Si activas esta opción, después de una batalla el último ejército que usaste se añadirá automáticamente a la cola de entrenamiento."
e592c56842a1acfd,TID_POPUP_BOOST_BUILDERS_TEXT,¿Acelerar todos los constructores por <multiplier> durante <time>?
17d2642fc8396e66,TID_RESERARCH2_SWIPE,Desliza hacia los lados para ver más mejoras.
84ec3c8bdc1ceed1,TID_BOOSTER_FILL_GOLD2_STORAGE,Runa de oro del constructor
39961b7faac7bc85,TID_RAM_RIDER_ABILITY_INFO,"Carga hacia la primera defensa a la vista, destruyendo los muros a su paso."
5d8fa507a3fdbc8c,TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_LEGENDLEAGUE,Consigue <num> estrellas en batallas multijugador de la Liga de Leyendas.
e71b8e213039e4fa,TID_CLASHIVERSARY_WARDEN,Centinela futurista
be2888f13dcdd092,TID_SIEGE_MACHINE_BALLOON_INFO,"El arrojapiedras es una resistente montaña voladora que aplana las estructuras defensivas con enormes piedras, además de provocar terremotos. Es inmune a los hechizos."
0263105fa6c644b6,TID_LEGEND_SEASON_INFO,"Si te mantienes en la Liga de Leyendas hasta el final de la temporada, tu posición final aparecerá en tu perfil."
aeb98352d307065e,TID_CLAN_GAMES_ALREADY_DOING_A_CHALLENGE,Ya tienes un desafío en curso.
9d14d19580fbfce9,TID_REENGAGEMENT_BUILDER_3,El constructor también ha pensado en qué cosas podríamos hacer a partir de ahora.
fe5d5e74489073f5,TID_LEGEND_SEASON_INFO_PRESTIGE,El contador de trofeos de todas las leyendas se restablece a <value> al inicio de cada temporada. Los trofeos deducidos se conservan como trofeos de leyenda.
aef79a6c5e67568f,TID_CAPBUILD_MULTICANNON,Cañón múltiple
7f7091311b0fda9b,TID_CHARACTER_COOKIE_PEKKA,J.E.N.G.I.
512d84660165148d,TID_PREMIUM_PASS_PACKAGE_INFO,"¡Hazte con el pase de oro de esta temporada para desbloquear muchas más recompensas en los desafíos de temporada!\n\nRecompensas exclusivas:\n• Nuevo aspecto de héroe\n• Donaciones rápidas por 1 gema\n• Potenciadores de construcción, investigación y entrenamiento\n• Depósito de temporada cinco veces más grande"
c247267ad11771a9,TID_UPGRADE_INFO_HOUSING,<old> las unidades por campamento (+<num>)
2d0099f5da485a58,TID_WEAPON_RAGE_SPELL,Torre de hechizo de furia
